0,0,1,thoughts,0,10,12
0,1,0,thoughts,13,20,25
0,2,3,of,26,33,35
0,3,2,of,36,38,48
0,4,5,orbits,49,55,59
0,5,4,orbits,60,70,73
0,6,7,of,74,84,86
0,7,6,of,87,95,97
1,0,7,lines,0,8,12
1,7,0,lines,87,91,97
1,1,2,motions,13,15,25
1,2,1,motions,26,27,35
1,3,4,of,36,38,48
1,4,3,of,49,50,59
1,5,6,indefinite,60,61,73
1,6,5,indefinite,74,77,86
2,0,5,world,0,7,12
2,5,0,world,60,64,73
2,1,2,motions,13,15,25
2,2,1,motions,26,27,35
2,3,4,of,36,38,48
2,4,3,of,49,50,59
2,6,7,of,74,84,86
2,7,6,of,87,95,97
3,0,7,world,0,7,12
3,7,0,world,87,90,97
3,1,2,motions,13,15,25
3,2,1,motions,26,27,35
3,3,4,of,36,38,48
3,4,3,of,49,50,59
3,5,6,indefinite,60,61,73
3,6,5,indefinite,74,77,86
4,0,1,as,0,3,12
4,1,0,as,13,19,25
4,2,3,of,26,33,35
4,3,2,of,36,38,48
4,4,5,orbits,49,55,59
4,5,4,orbits,60,70,73
4,6,7,of,74,84,86
4,7,6,of,87,95,97
5,0,4,as,0,3,12
5,4,0,as,49,53,59
5,1,2,motions,13,15,25
5,2,1,motions,26,27,35
5,3,5,a,36,39,48
5,5,3,a,60,67,73
5,6,7,of,74,84,86
5,7,6,of,87,95,97
6,0,1,as,0,3,12
6,1,0,as,13,19,25
6,2,3,of,26,33,35
6,3,2,of,36,38,48
6,4,5,orbits,49,55,59
6,5,4,orbits,60,70,73
6,6,7,of,74,84,86
6,7,6,of,87,95,97
7,0,4,as,0,3,12
7,4,0,as,49,53,59
7,1,2,motions,13,15,25
7,2,1,motions,26,27,35
7,3,5,a,36,39,48
7,5,3,a,60,67,73
7,6,7,of,74,84,86
7,7,6,of,87,95,97
8,1,2,motions,13,15,25
8,2,1,motions,26,27,35
8,0,4,as,0,3,12
8,4,0,as,49,53,59
8,3,5,a,36,39,48
8,5,3,a,60,67,73
8,6,7,of,74,84,86
8,7,6,of,87,95,97
9,1,7,motions,13,15,25
9,7,1,motions,87,94,97
9,0,4,as,0,3,12
9,4,0,as,49,53,59
9,2,3,of,26,33,35
9,3,2,of,36,38,48
9,5,6,indefinite,60,61,73
9,6,5,indefinite,74,77,86
10,1,3,writing,13,24,25
10,3,1,writing,36,47,48
10,0,4,as,0,3,12
10,4,0,as,49,53,59
10,2,5,of,26,33,35
10,5,2,of,60,60,73
10,6,7,of,74,84,86
10,7,6,of,87,95,97
11,1,0,thoughts,13,20,25
11,0,1,thoughts,0,10,12
11,2,3,of,26,33,35
11,3,2,of,36,38,48
11,4,5,orbits,49,55,59
11,5,4,orbits,60,70,73
11,6,7,of,74,84,86
11,7,6,of,87,95,97
12,1,3,mind,13,23,25
12,3,1,mind,36,37,48
12,0,4,as,0,3,12
12,4,0,as,49,53,59
12,2,5,of,26,33,35
12,5,2,of,60,60,73
12,6,7,of,74,84,86
12,7,6,of,87,95,97
13,1,5,mind,13,23,25
13,5,1,mind,60,65,73
13,0,4,as,0,3,12
13,4,0,as,49,53,59
13,2,3,of,26,33,35
13,3,2,of,36,38,48
13,6,7,of,74,84,86
13,7,6,of,87,95,97
14,1,3,the,13,22,25
14,3,1,the,36,36,48
14,0,4,as,0,3,12
14,4,0,as,49,53,59
14,2,5,of,26,33,35
14,5,2,of,60,60,73
14,6,7,of,74,84,86
14,7,6,of,87,95,97
15,1,5,the,13,22,25
15,5,1,the,60,63,73
15,0,4,as,0,3,12
15,4,0,as,49,53,59
15,2,3,of,26,33,35
15,3,2,of,36,38,48
15,6,7,of,74,84,86
15,7,6,of,87,95,97
16,2,1,motions,26,27,35
16,1,2,motions,13,15,25
16,0,4,as,0,3,12
16,4,0,as,49,53,59
16,3,5,a,36,39,48
16,5,3,a,60,67,73
16,6,7,of,74,84,86
16,7,6,of,87,95,97
17,2,7,motions,26,27,35
17,7,2,motions,87,94,97
17,0,1,thoughts,0,10,12
17,1,0,thoughts,13,20,25
17,3,4,of,36,38,48
17,4,3,of,49,50,59
17,5,6,indefinite,60,61,73
17,6,5,indefinite,74,77,86
18,2,3,of,26,33,35
18,3,2,of,36,38,48
18,0,1,thoughts,0,10,12
18,1,0,thoughts,13,20,25
18,4,5,orbits,49,55,59
18,5,4,orbits,60,70,73
18,6,7,of,74,84,86
18,7,6,of,87,95,97
19,2,4,of,26,33,35
19,4,2,of,49,50,59
19,0,1,thoughts,0,10,12
19,1,0,thoughts,13,20,25
19,3,5,a,36,39,48
19,5,3,a,60,67,73
19,6,7,of,74,84,86
19,7,6,of,87,95,97
20,2,5,of,26,33,35
20,5,2,of,60,60,73
20,0,1,thoughts,0,10,12
20,1,0,thoughts,13,20,25
20,3,4,of,36,38,48
20,4,3,of,49,50,59
20,6,7,of,74,84,86
20,7,6,of,87,95,97
21,2,6,of,26,33,35
21,6,2,of,74,84,86
21,0,1,thoughts,0,10,12
21,1,0,thoughts,13,20,25
21,3,4,of,36,38,48
21,4,3,of,49,50,59
21,5,7,of,60,60,73
21,7,5,of,87,95,97
22,2,7,of,26,33,35
22,7,2,of,87,95,97
22,0,1,thoughts,0,10,12
22,1,0,thoughts,13,20,25
22,3,4,of,36,38,48
22,4,3,of,49,50,59
22,5,6,indefinite,60,61,73
22,6,5,indefinite,74,77,86
24,3,5,a,36,39,48
24,5,3,a,60,67,73
24,0,1,thoughts,0,10,12
24,1,0,thoughts,13,20,25
24,2,4,of,26,33,35
24,4,2,of,49,50,59
24,6,7,of,74,84,86
24,7,6,of,87,95,97
25,3,6,a,36,39,48
25,6,3,a,74,81,86
25,0,1,thoughts,0,10,12
25,1,0,thoughts,13,20,25
25,2,4,of,26,33,35
25,4,2,of,49,50,59
25,5,7,of,60,60,73
25,7,5,of,87,95,97
26,3,5,a,36,39,48
26,5,3,a,60,67,73
26,0,1,thoughts,0,10,12
26,1,0,thoughts,13,20,25
26,2,4,of,26,33,35
26,4,2,of,49,50,59
26,6,7,of,74,84,86
26,7,6,of,87,95,97
27,3,6,a,36,39,48
27,6,3,a,74,81,86
27,0,1,thoughts,0,10,12
27,1,0,thoughts,13,20,25
27,2,4,of,26,33,35
27,4,2,of,49,50,59
27,5,7,of,60,60,73
27,7,5,of,87,95,97
28,3,6,curve,36,44,48
28,6,3,curve,74,83,86
28,0,1,thoughts,0,10,12
28,1,0,thoughts,13,20,25
28,2,4,of,26,33,35
28,4,2,of,49,50,59
28,5,7,of,60,60,73
28,7,5,of,87,95,97
29,3,6,continuous,36,43,48
29,6,3,continuous,74,82,86
29,0,1,thoughts,0,10,12
29,1,0,thoughts,13,20,25
29,2,4,of,26,33,35
29,4,2,of,49,50,59
29,5,7,of,60,60,73
29,7,5,of,87,95,97
30,3,5,is,36,41,48
30,5,3,is,60,66,73
30,0,1,thoughts,0,10,12
30,1,0,thoughts,13,20,25
30,2,4,of,26,33,35
30,4,2,of,49,50,59
30,6,7,of,74,84,86
30,7,6,of,87,95,97
31,3,1,writing,36,47,48
31,1,3,writing,13,24,25
31,0,4,as,0,3,12
31,4,0,as,49,53,59
31,2,5,of,26,33,35
31,5,2,of,60,60,73
31,6,7,of,74,84,86
31,7,6,of,87,95,97
32,4,5,orbits,49,55,59
32,5,4,orbits,60,70,73
32,0,1,thoughts,0,10,12
32,1,0,thoughts,13,20,25
32,2,3,of,26,33,35
32,3,2,of,36,38,48
32,6,7,of,74,84,86
32,7,6,of,87,95,97
33,4,2,of,49,50,59
33,2,4,of,26,33,35
33,0,1,thoughts,0,10,12
33,1,0,thoughts,13,20,25
33,3,5,a,36,39,48
33,5,3,a,60,67,73
33,6,7,of,74,84,86
33,7,6,of,87,95,97
34,4,3,of,49,50,59
34,3,4,of,36,38,48
34,0,1,thoughts,0,10,12
34,1,0,thoughts,13,20,25
34,2,5,of,26,33,35
34,5,2,of,60,60,73
34,6,7,of,74,84,86
34,7,6,of,87,95,97
35,4,5,of,49,50,59
35,5,4,of,60,60,73
35,0,1,thoughts,0,10,12
35,1,0,thoughts,13,20,25
35,2,3,of,26,33,35
35,3,2,of,36,38,48
35,6,7,of,74,84,86
35,7,6,of,87,95,97
36,4,6,of,49,50,59
36,6,4,of,74,84,86
36,0,1,thoughts,0,10,12
36,1,0,thoughts,13,20,25
36,2,3,of,26,33,35
36,3,2,of,36,38,48
36,5,7,of,60,60,73
36,7,5,of,87,95,97
37,4,7,of,49,50,59
37,7,4,of,87,95,97
37,0,1,thoughts,0,10,12
37,1,0,thoughts,13,20,25
37,2,3,of,26,33,35
37,3,2,of,36,38,48
37,5,6,indefinite,60,61,73
37,6,5,indefinite,74,77,86
38,4,0,as,49,53,59
38,0,4,as,0,3,12
38,1,2,motions,13,15,25
38,2,1,motions,26,27,35
38,3,5,a,36,39,48
38,5,3,a,60,67,73
38,6,7,of,74,84,86
38,7,6,of,87,95,97
39,4,0,as,49,53,59
39,0,4,as,0,3,12
39,1,2,motions,13,15,25
39,2,1,motions,26,27,35
39,3,5,a,36,39,48
39,5,3,a,60,67,73
39,6,7,of,74,84,86
39,7,6,of,87,95,97
40,5,6,indefinite,60,61,73
40,6,5,indefinite,74,77,86
40,0,1,thoughts,0,10,12
40,1,0,thoughts,13,20,25
40,2,3,of,26,33,35
40,3,2,of,36,38,48
40,4,7,of,49,50,59
40,7,4,of,87,95,97
41,5,3,is,60,66,73
41,3,5,is,36,41,48
41,0,1,thoughts,0,10,12
41,1,0,thoughts,13,20,25
41,2,4,of,26,33,35
41,4,2,of,49,50,59
41,6,7,of,74,84,86
41,7,6,of,87,95,97
42,5,3,a,60,67,73
42,3,5,a,36,39,48
42,0,1,thoughts,0,10,12
42,1,0,thoughts,13,20,25
42,2,4,of,26,33,35
42,4,2,of,49,50,59
42,6,7,of,74,84,86
42,7,6,of,87,95,97
43,5,3,a,60,67,73
43,3,5,a,36,39,48
43,0,1,thoughts,0,10,12
43,1,0,thoughts,13,20,25
43,2,4,of,26,33,35
43,4,2,of,49,50,59
43,6,7,of,74,84,86
43,7,6,of,87,95,97
44,5,6,a,60,67,73
44,6,5,a,74,81,86
44,0,1,thoughts,0,10,12
44,1,0,thoughts,13,20,25
44,2,3,of,26,33,35
44,3,2,of,36,38,48
44,4,7,of,49,50,59
44,7,4,of,87,95,97
45,5,2,of,60,60,73
45,2,5,of,26,33,35
45,0,1,thoughts,0,10,12
45,1,0,thoughts,13,20,25
45,3,4,of,36,38,48
45,4,3,of,49,50,59
45,6,7,of,74,84,86
45,7,6,of,87,95,97
46,5,3,of,60,60,73
46,3,5,of,36,38,48
46,0,1,thoughts,0,10,12
46,1,0,thoughts,13,20,25
46,2,4,of,26,33,35
46,4,2,of,49,50,59
46,6,7,of,74,84,86
46,7,6,of,87,95,97
47,5,4,of,60,60,73
47,4,5,of,49,50,59
47,0,1,thoughts,0,10,12
47,1,0,thoughts,13,20,25
47,2,3,of,26,33,35
47,3,2,of,36,38,48
47,6,7,of,74,84,86
47,7,6,of,87,95,97
48,6,2,of,74,84,86
48,2,6,of,26,33,35
48,0,1,thoughts,0,10,12
48,1,0,thoughts,13,20,25
48,3,4,of,36,38,48
48,4,3,of,49,50,59
48,5,7,of,60,60,73
48,7,5,of,87,95,97
49,6,3,of,74,84,86
49,3,6,of,36,38,48
49,0,1,thoughts,0,10,12
49,1,0,thoughts,13,20,25
49,2,4,of,26,33,35
49,4,2,of,49,50,59
49,5,7,of,60,60,73
49,7,5,of,87,95,97
50,6,4,of,74,84,86
50,4,6,of,49,50,59
50,0,1,thoughts,0,10,12
50,1,0,thoughts,13,20,25
50,2,3,of,26,33,35
50,3,2,of,36,38,48
50,5,7,of,60,60,73
50,7,5,of,87,95,97
51,6,5,of,74,84,86
51,5,6,of,60,60,73
51,0,1,thoughts,0,10,12
51,1,0,thoughts,13,20,25
51,2,3,of,26,33,35
51,3,2,of,36,38,48
51,4,7,of,49,50,59
51,7,4,of,87,95,97
52,6,7,of,74,84,86
52,7,6,of,87,95,97
52,0,1,thoughts,0,10,12
52,1,0,thoughts,13,20,25
52,2,3,of,26,33,35
52,3,2,of,36,38,48
52,4,5,orbits,49,55,59
52,5,4,orbits,60,70,73
53,6,1,in,74,80,86
53,1,6,in,13,13,25
53,0,4,as,0,3,12
53,4,0,as,49,53,59
53,2,3,of,26,33,35
53,3,2,of,36,38,48
53,5,7,of,60,60,73
53,7,5,of,87,95,97
54,6,4,in,74,80,86
54,4,6,in,49,56,59
54,0,1,thoughts,0,10,12
54,1,0,thoughts,13,20,25
54,2,3,of,26,33,35
54,3,2,of,36,38,48
54,5,7,of,60,60,73
54,7,5,of,87,95,97
55,6,1,the,74,74,86
55,1,6,the,13,22,25
55,0,4,as,0,3,12
55,4,0,as,49,53,59
55,2,3,of,26,33,35
55,3,2,of,36,38,48
55,5,7,of,60,60,73
55,7,5,of,87,95,97
56,7,5,its,87,89,97
56,5,7,its,60,71,73
56,0,1,thoughts,0,10,12
56,1,0,thoughts,13,20,25
56,2,3,of,26,33,35
56,3,2,of,36,38,48
56,4,6,of,49,50,59
56,6,4,of,74,84,86
57,7,1,motions,87,94,97
57,1,7,motions,13,15,25
57,0,4,as,0,3,12
57,4,0,as,49,53,59
57,2,3,of,26,33,35
57,3,2,of,36,38,48
57,5,6,indefinite,60,61,73
57,6,5,indefinite,74,77,86
58,7,2,motions,87,94,97
58,2,7,motions,26,27,35
58,0,1,thoughts,0,10,12
58,1,0,thoughts,13,20,25
58,3,4,of,36,38,48
58,4,3,of,49,50,59
58,5,6,indefinite,60,61,73
58,6,5,indefinite,74,77,86
59,7,0,world,87,90,97
59,0,7,world,0,7,12
59,1,2,motions,13,15,25
59,2,1,motions,26,27,35
59,3,4,of,36,38,48
59,4,3,of,49,50,59
59,5,6,indefinite,60,61,73
59,6,5,indefinite,74,77,86
60,7,5,world,87,90,97
60,5,7,world,60,64,73
60,0,1,thoughts,0,10,12
60,1,0,thoughts,13,20,25
60,2,3,of,26,33,35
60,3,2,of,36,38,48
60,4,6,of,49,50,59
60,6,4,of,74,84,86
61,7,0,lines,87,91,97
61,0,7,lines,0,8,12
61,1,2,motions,13,15,25
61,2,1,motions,26,27,35
61,3,4,of,36,38,48
61,4,3,of,49,50,59
61,5,6,indefinite,60,61,73
61,6,5,indefinite,74,77,86
62,7,2,of,87,95,97
62,2,7,of,26,33,35
62,0,1,thoughts,0,10,12
62,1,0,thoughts,13,20,25
62,3,4,of,36,38,48
62,4,3,of,49,50,59
62,5,6,indefinite,60,61,73
62,6,5,indefinite,74,77,86
63,7,3,of,87,95,97
63,3,7,of,36,38,48
63,0,1,thoughts,0,10,12
63,1,0,thoughts,13,20,25
63,2,4,of,26,33,35
63,4,2,of,49,50,59
63,5,6,indefinite,60,61,73
63,6,5,indefinite,74,77,86
